订单号,日期,渠道,商品ID,商品名称,单价,数量,金额,用户ID,收货省份,订单状态
DD202401263,2024/1/22,京东,P020,格力 电风扇,¥199,1.0,199.0,U0167,安徽,已完成
DD202401687,2024-07-09,京东,P029,阿迪达斯 运动外套,¥599,1.0,599.0,U0179,河北,已完成
DD202400970,2024-10-21,京东,P003,华为 Mate 60 Pro ,6999,2.0,13998.0,U0062,辽宁,已完成
DD202401382,2024-06-07,天猫,P009,小米手环8,249,4.0,996.0,U0156,广东,待发货
DD202401889,2024-07-21,京东,P015,华为平板 MatePad 11,,2.0,,U0064,福建,已取消
DD202400961,,京东,P035,欧莱雅 洗面奶,129,1.0,129.0,U0148,重庆,已取消
DD202402419,2024-08-20,抖音,P042,农夫山泉 矿泉水,¥36,2.0,72.0,U0034,内蒙古,已完成
DD202400304,2024/3/16,抖音,P017,得力文件夹,15.9,-1.0,-15.9,U0183,江苏,已退款
DD202400432,2024-09-23,拼多多,P041,蒙牛纯牛奶24盒,69.9,1.0,69.9,U0152,甘肃,已取消
DD202401803,2024-01-13,京东,P023,九阳破壁机,399,4.0,1596.0,U0051,湖北,已完成
DD202401606,2024-01-30,拼多多,P041,蒙牛纯牛奶24盒,69.9,4.0,279.6,U0161,吉林,已完成
DD202402081,2024-11-03,天猫,P027,优衣库 圆领T恤,79,5.0,,U0060,山西,已完成
DD202400986,2024-02-26,天猫,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U0105,新疆,待发货
DD202400133,2024-07-07,京东,P010,小米 充电宝20000mAh,129,3.0,387.0,U0163,广西,已完成
DD202401109,2024-04-30,拼多多,P048,公牛 插线板,49.9,5.0,249.5,U0085,山西,已发货
DD202400856,2024-11-25,天猫,P023,九阳破壁机,¥399,3.0,1197.0,U0199,宁夏,待发货
DD202401371,2024-03-07,京东,P040,三只松鼠坚果礼盒,,5.0,,U0063,浙江,已完成
DD202400770,2024-08-06,天猫,P049,苏泊尔 炒锅 ,159,5.0,795.0,U0142,广东,已完成
DD202400199,2024-04-27,天猫,P005,荣耀 Magic6,¥3999,5.0,19995.0,U0045,新疆,待发货
DD202401112,2024-11-12,京东,P003,华为 mate 60 pro,6999,2.0,13998.0,U0028,湖南,已完成
DD202401964,20240703,天猫,P010,小米 充电宝20000mah,129,1.0,129.0,U0199,宁夏,待发货
DD202400678,2024/6/23,天猫,P032,太平鸟 牛仔裤,¥259,4.0,1036.0,U0020,山东,待发货
DD202402028,2024-03-26,拼多多,P026,小米电视 65寸,¥2999,1.0,1499.5,U0106,湖南,已取消
DD202400484,2024-05-24,天猫,P011,罗技 MX Master 3S 鼠标,699,2.0,1398.0,U0095,广西,待发货
DD202401378,20240329,微信小程序,P037,海飞丝 洗发水,59.9,1.0,59.9,U0101,云南,已完成
DD202402690,,抖音,P008,索尼 WH-1000XM5 耳机 ,2399,4.0,9596.0,U0152,江西,已取消
DD202402739,2024-03-24,天猫,P004,小米 14 12+256G,4299,2.0,8598.0,U0082,福建,已完成
DD202401018,2024-05-22,京东,P025,海尔冰箱501L,3999,4.0,15996.0,U0174,青海,待发货
DD202401366,2024-09-13,拼多多,P043,星巴克咖啡豆,128,4.0,512.0,U0078,甘肃,已取消
DD202402535,2024/1/15,天猫,P017,得力 文件夹,15.9,5.0,79.5,U0020,上海,已完成
DD202401449,2024-05-15,微信小程序,P042,农夫山泉 矿泉水,36,1.0,36.0,U0187,山东,已完成
DD202402421,2024-12-23,天猫,P001,iPhone 15 128G,¥5999,3.0,17997.0,U0011,湖北,已完成
DD202401067,2024/12/12,天猫,P018,美的 1.5匹空调,¥2799,1.0,2799.0,U0124,山西,已完成
DD202401335,2024-09-09,天猫,P006,Redmi K70,2499,-2.0,-4998.0,U0062,,已退款
DD202401650,2024-04-30,天猫,P028,李宁 跑步鞋,399,4.0,1596.0,U0105,云南,已完成
DD202400235,2024-01-23,抖音,P001,iPhone 15 128G ,5999,4.0,,U0104,吉林,待发货
DD202401880,2024-06-25,京东,P026,小米电视 65寸,¥2999,4.0,11996.0,U0069,江苏,已发货
DD202401774,2024-05-02,,P046,网易严选 保温杯,99,5.0,495.0,U0032,贵州,已取消
DD202400563,2024-10-07,天猫,P005,荣耀 Magic6 ,3999,4.0,15996.0,U0050,湖北,已完成
DD202402452,2024-08-22,天猫,P008,索尼WH-1000XM5耳机,2399,2.0,4798.0,U0012,上海,已取消
DD202402416,2024/6/26,拼多多,P041,蒙牛 纯牛奶24盒,¥69.9,2.0,139.8,U0153,广西,已发货
DD202402234,2024-05-30,拼多多,P033,兰蔻 小黑瓶精华,¥760,1.0,760.0,U0194,河北,已完成
DD202401087,2024/7/3,京东,P004,小米 14 12+256G,¥4299,5.0,21495.0,U0162,云南,已完成
DD202402409,2024-09-07,天猫,P027,优衣库 圆领T恤,79,,,U0066,浙江,已完成
DD202401673,2024/4/3,京东,P009,小米手环8,249,-2.0,-498.0,U0119,海南,已退款
DD202402227,2024-11-22,天猫,P027,优衣库圆领T恤,¥79,2.0,158.0,U0112,四川,已完成
DD202402778,2024-01-14,微信小程序,P004,小米1412+256G,4299,1.0,,U0089,黑龙江,已完成
DD202401533,2024/11/9,天猫,P030,南极人 棉袜5双装,¥29.9,3.0,89.69999999999999,U0175,,已完成
DD202400105,2024/7/27,天猫,P021,米家扫地机器人,¥1599,2.0,3198.0,U0196,新疆,已完成
DD202402931,2024-05-22,天猫,P046,网易严选 保温杯,99,2.0,198.0,U0140,湖北,已完成
DD202402775,2024/2/25,京东,P041,蒙牛 纯牛奶24盒,69.9,,,U0082,天津,已完成
DD202400693,2024-01-17,京东,P038,全棉时代 洗脸巾,49.9,2.0,99.8,U0091,广东,已完成
DD202402715,2024-02-24,天猫,P012,机械键盘 87键,199,5.0,995.0,U0185,安徽,已完成
DD202401199,2024-05-10,京东,P041,蒙牛 纯牛奶24盒,69.9,-1.0,-69.9,U0002,安徽,已退款
DD202402155,2024-05-30,拼多多,P050,宜家 收纳箱,¥69,3.0,207.0,U0171,黑龙江,已完成
DD202402171,2024-12-21,拼多多,P049,苏泊尔 炒锅,¥159,4.0,636.0,U0198,贵州,已取消
DD202401786,20241119,微信小程序,P045,金龙鱼食用油5L,89.9,4.0,359.6,U0051,贵州,待发货
DD202401810,2024-07-08,京东,P017,得力 文件夹,15.9,2.0,31.8,U0159,上海,已完成
DD202401696,2024-06-18,天猫,P035,欧莱雅 洗面奶,129,2.0,258.0,U0086,福建,待发货
DD202401200,2024-01-02,天猫,P002,iPhone 15 Pro 256G,8999,4.0,35996.0,U0049,新疆,已发货
DD202402592,2024-01-08,京东,P042,农夫山泉 矿泉水,36,3.0,108.0,U0051,湖南,待发货
DD202401907,2024-01-09,拼多多,P041,蒙牛 纯牛奶24盒 ,69.9,-2.0,-139.8,U0020,黑龙江,已退款
DD202402856,2024-06-21,微信小程序,P002,iPhone15Pro256G,¥8999,4.0,35996.0,U0023,吉林,待发货
DD202401069,2024-02-20,拼多多,P046,网易严选 保温杯,99,2.0,198.0,U0148,吉林,已取消
DD202402017,2024-07-08,天猫,P018,美的 1.5匹空调,"2,799",-3.0,-8397.0,U0037,陕西,已退款
DD202402395,2024/2/13,天猫,P015,华为平板 MatePad 11,2199,5.0,10995.0,U0115,河南,已完成
DD202400011,20240929,天猫,P009,小米手环8,249,1.0,249.0,U0144,青海,已完成
DD202400252,2024-02-10,天猫,P020,格力 电风扇 ,199,5.0,995.0,U0174,河南,已完成
DD202401522,2024-03-21,京东,P032,太平鸟 牛仔裤,259,,,U0022,湖南,已发货
DD202400297,2024/12/17,微信小程序,P046,网易严选 保温杯,¥99,2.0,198.0,U0064,广东,已发货
DD202402290,2024/1/7,拼多多,P047,全棉时代 浴巾,79,3.0,237.0,U0167,辽宁,已完成
DD202400404,2024-08-09,拼多多,P033,兰蔻 小黑瓶精华,¥760,5.0,3800.0,U0167,新疆,已发货
DD202401782,2024-06-12,京东,P039,完美日记 口红,¥89,-1.0,-89.0,U0023,宁夏,已退款
DD202400230,2024-10-10,天猫,P038,全棉时代 洗脸巾,49.9,1.0,49.9,U0022,江苏,待发货
DD202400002,2024-03-18,拼多多,P029,阿迪达斯 运动外套 ,599,5.0,2995.0,U0110,广东,已完成
DD202401943,,天猫,P022,苏泊尔电饭煲,299,2.0,598.0,U0138,浙江,已完成
DD202402814,2024-02-10,拼多多,P050,宜家 收纳箱,69,4.0,276.0,U0015,天津,已完成
DD202401342,2024-10-21,天猫,P007,AirPods Pro 2,1899,1.0,1899.0,U0096,江西,已取消
DD202400165,2024/4/3,拼多多,P003,华为 Mate 60 Pro,6999,1.0,6999.0,U0099,黑龙江,待发货
DD202401811,2024-09-08,微信小程序,P037,海飞丝 洗发水,¥59.9,2.0,119.8,U0089,青海,已完成
DD202401999,2024-08-23,天猫,P034,雅诗兰黛 小棕瓶 ,950,4.0,3800.0,U0048,四川,已完成
DD202401178,2024-06-18,微信小程序,P039,完美日记 口红,89,-2.0,-178.0,U0061,吉林,已退款
DD202402659,2024-06-22,拼多多,P038,全棉时代 洗脸巾,¥49.9,3.0,149.7,U0094,山西,已完成
DD202401704,2024-10-30,拼多多,P015,华为平板 MatePad 11,2199,1.0,2199.0,U0133,,已发货
DD202402967,2024-03-08,微信小程序,P039,完美日记 口红,89,3.0,267.0,U0036,内蒙古,已完成
DD202401009,2024-04-16,天猫,P036,云南白药 牙膏,39.9,5.0,199.5,U0136,浙江,已发货
DD202401139,2024-01-27,京东,P017,得力 文件夹,15.9,1.0,15.9,U0060,黑龙江,已发货
DD202402221,2024/11/5,拼多多,P013,戴尔 U2723QE 显示器,3499,1.0,3499.0,U0172,甘肃,待发货
DD202401174,2024-07-14,抖音,P038,全棉时代 洗脸巾,49.9,4.0,,U0084,黑龙江,已完成
DD202402925,2024-04-10,拼多多,P019,海尔 10kg 滚筒洗衣机,1899,2.0,3798.0,U0039,安徽,已完成
DD202402560,2024-11-27,天猫,P041,蒙牛 纯牛奶24盒,69.9,4.0,279.6,U0114,内蒙古,已取消
DD202400005,2024-07-24,京东,P019,海尔 10kg 滚筒洗衣机,¥1899,4.0,7596.0,U0149,广西,已完成
DD202402568,2024-08-04,天猫,P032,太平鸟 牛仔裤,¥259,-1.0,-259.0,U0003,黑龙江,已退款
DD202400610,2024-07-23,京东,P005,荣耀 Magic6,3999,3.0,11997.0,U0067,江苏,待发货
DD202401769,,京东,P009,小米手环8,249,-2.0,-498.0,U0108,黑龙江,已退款
DD202401556,2024-02-28,京东,P025,海尔冰箱 501L,3999,3.0,11997.0,U0099,贵州,已完成
DD202402186,2024-01-27,微信小程序,P040,三只松鼠坚果礼盒,99,-3.0,-297.0,U0132,辽宁,已退款
DD202401303,2024-03-12,拼多多,P013,戴尔 U2723QE 显示器 ,3499,1.0,3499.0,U0173,海南,已发货
DD202402374,2024/3/18,抖音,P018,美的1.5匹空调,2799,4.0,11196.0,U0135,江西,已完成
DD202401978,2024-09-07,抖音,P017,得力 文件夹,¥15.9,2.0,31.8,U0145,贵州,已完成
DD202401488,20241026,天猫,P033,兰蔻 小黑瓶精华,760,5.0,3800.0,U0142,宁夏,已完成
DD202402595,2024-03-15,抖音,P032,太平鸟 牛仔裤,¥259,3.0,777.0,U0132,吉林,已完成
DD202402057,2024-10-09,京东,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0047,河北,已完成
DD202401565,2024-08-15,天猫,P044,良品铺子 零食大礼包 ,139,5.0,695.0,U0193,新疆,已发货
DD202400811,2024-12-02,天猫,P002,iPhone15Pro256G,8999,3.0,26997.0,U0142,广东,已完成
DD202401249,2024-04-29,拼多多,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0195,重庆,待发货
DD202400683,20240827,抖音,P007,airpods pro 2,¥1899,1.0,1899.0,U0004,内蒙古,已完成
DD202402258,2024-06-26,天猫,P035,欧莱雅 洗面奶 ,129,3.0,387.0,U0065,湖北,待发货
DD202400181,2024-03-13,拼多多,P012,机械键盘 87键,¥199,5.0,995.0,,湖北,已取消
DD202400173,2024-09-12,天猫,P049,苏泊尔 炒锅,159,-3.0,-238.5,U0004,江苏,已退款
DD202402932,2024-02-09,抖音,P037,海飞丝 洗发水,59.9,2.0,119.8,,海南,已完成
DD202401604,2024-01-27,拼多多,P039,完美日记 口红,89,5.0,445.0,U0191,,已发货
DD202402693,2024-05-13,京东,P013,戴尔 U2723QE 显示器,3499,1.0,3499.0,U0170,浙江,已完成
DD202400626,2024-09-20,天猫,P045,金龙鱼 食用油5L,89.9,5.0,449.5,U0126,河南,已完成
DD202401510,2024/11/4,天猫,P037,海飞丝洗发水,¥59.9,-3.0,-179.7,U0130,浙江,已退款
DD202400764,2024-02-21,拼多多,P019,海尔 10kg 滚筒洗衣机 ,1899,4.0,7596.0,U0168,湖南,已完成
DD202400668,2024-11-15,天猫,P046,网易严选 保温杯,99,4.0,396.0,U0105,内蒙古,待发货
DD202400945,2024/2/26,京东,P038,全棉时代 洗脸巾,49.9,5.0,249.5,U0035,云南,已完成
DD202400867,2024-11-27,京东,P046,网易严选 保温杯,99,4.0,396.0,U0146,上海,已取消
DD202400821,2024-11-16,拼多多,P002,iPhone 15 Pro 256G,8999,2.0,17998.0,U0141,云南,已完成
DD202400818,2024-02-23,拼多多,P006,Redmi K70,2499,5.0,12495.0,U0025,江苏,已完成
DD202400702,2024-01-02,抖音,P040,三只松鼠 坚果礼盒,99,5.0,495.0,U0013,福建,待发货
DD202401785,2024-08-25,抖音,P050,宜家收纳箱,69,5.0,345.0,U0154,,已完成
DD202400698,2024-05-02,抖音,P031,波司登 羽绒服,1299,2.0,2598.0,U0199,江西,已完成
DD202402818,2024-11-02,抖音,P034,雅诗兰黛 小棕瓶,950,4.0,3800.0,U0108,安徽,已发货
DD202400041,2024-10-19,天猫,P002,iPhone 15 Pro 256G ,8999,1.0,8999.0,U0197,湖北,已完成
DD202401403,2024-02-25,抖音,P034,雅诗兰黛 小棕瓶,950,1.0,950.0,U0003,安徽,已取消
DD202400004,2024/12/3,拼多多,P004,小米 14 12+256G,4299,0.0,,U0102,安徽,已完成
DD202401560,2024/10/25,微信小程序,P032,太平鸟 牛仔裤,259,2.0,518.0,U0168,安徽,已完成
DD202401214,2024/12/11,天猫,,机械键盘 87键,¥199,1.0,,U0153,新疆,已完成
DD202400679,2024-07-14,京东,P011,罗技MXMaster3S鼠标,699,3.0,2097.0,U0032,湖北,已完成
DD202401281,2024-07-25,拼多多,P024,戴森 V12 吸尘器,¥3290,1.0,3290.0,U0103,重庆,已完成
DD202401405,2024-10-02,天猫,P005,荣耀 Magic6,"3,999",3.0,11997.0,U0046,河北,待发货
DD202401956,2024-02-24,京东,P024,戴森 V12 吸尘器,"3,290",1.0,3290.0,U0169,上海,已完成
DD202402766,2024/2/1,天猫,P024,戴森 V12 吸尘器,3290,3.0,9870.0,U0162,宁夏,已取消
DD202401859,2024-01-21,微信小程序,P040,三只松鼠 坚果礼盒,99,4.0,396.0,U0165,广西,已完成
DD202402252,2024-04-30,京东,P029,阿迪达斯 运动外套,599,1.0,599.0,U0153,陕西,待发货
DD202402455,2024-10-08,京东,P048,公牛 插线板,49.9,5.0,249.5,U0085,湖北,待发货
DD202402255,2024-11-07,抖音,P012,机械键盘87键,199,-2.0,-398.0,U0037,北京,已退款
DD202402963,2024-06-27,抖音,P003,华为 Mate 60 Pro,6999,3.0,20997.0,U0094,辽宁,已发货
DD202401489,2024-03-15,抖音,,荣耀 Magic6,3999,5.0,,U0179,河北,已完成
DD202402669,2024-12-07,抖音,P003,华为 Mate 60 Pro,6999,2.0,13998.0,U0113,北京,已完成
DD202401828,2024/12/30,天猫,P003,华为 Mate 60 Pro,6999,5.0,34995.0,U0015,陕西,已发货
DD202401004,20240418,天猫,P005,荣耀 Magic6 ,¥3999,3.0,11997.0,U0022,湖南,已发货
DD202400261,2024-11-27,天猫,P026,小米电视 65寸 ,2999,4.0,11996.0,U0064,黑龙江,待发货
DD202401472,20240224,京东,P022,苏泊尔电饭煲,299,3.0,448.5,U0160,陕西,已完成
DD202402396,2024/11/18,拼多多,P038,全棉时代 洗脸巾 ,¥49.9,3.0,149.7,U0105,山西,已发货
DD202400957,2024-05-07,微信小程序,P032,太平鸟 牛仔裤,259,1.0,259.0,U0028,青海,已发货
DD202401695,2024-03-09,京东,P040,三只松鼠 坚果礼盒,¥99,3.0,297.0,U0162,福建,已完成
DD202402564,20241008,微信小程序,P026,小米电视 65寸,2999,2.0,5998.0,U0051,吉林,已完成
DD202401988,2024-07-05,,P040,三只松鼠 坚果礼盒,99,5.0,495.0,U0022,北京,已取消
DD202402539,2024-11-07,拼多多,P047,全棉时代 浴巾,¥79,3.0,237.0,U0120,贵州,已完成
DD202402026,2024/4/14,京东,P048,公牛 插线板,49.9,1.0,49.9,U0173,山西,待发货
DD202400896,2024-09-01,天猫,P047,全棉时代 浴巾,79,1.0,79.0,U0042,安徽,已完成
DD202402718,2024-09-23,拼多多,P032,太平鸟牛仔裤,259,5.0,1295.0,U0112,河南,已取消
DD202401163,2024-10-12,天猫,P036,云南白药 牙膏 ,39.9,1.0,39.9,U0108,四川,已发货
DD202401402,2024-02-06,抖音,P036,云南白药 牙膏,¥39.9,5.0,,U0104,广东,已完成
DD202402325,2024-09-04,天猫,P038,全棉时代洗脸巾,¥49.9,-2.0,-99.8,U0090,吉林,已退款
DD202400137,2024-10-26,天猫,P003,华为Mate60Pro,6999,1.0,6999.0,U0017,内蒙古,已完成
DD202402096,,京东,P039,完美日记口红,89,2.0,178.0,U0057,海南,待发货
DD202400908,2024-08-07,天猫,P001,iPhone15128G,5999,5.0,29995.0,U0142,山东,已完成
DD202400940,2024-01-02,京东,P023,九阳破壁机,399,2.0,798.0,U0038,安徽,已完成
DD202400360,2024-10-11,拼多多,P031,波司登 羽绒服,1299,2.0,2598.0,U0008,北京,已完成
DD202400224,2024/11/8,微信小程序,P013,戴尔U2723QE显示器,,2.0,,U0084,内蒙古,待发货
DD202401705,2024-10-29,拼多多,P001,iPhone 15 128G,¥5999,4.0,23996.0,U0029,河南,待发货
DD202400581,2024-03-23,天猫,P024,戴森 v12 吸尘器,3290,3.0,9870.0,U0039,河南,已发货
DD202402133,2024-04-14,京东,P031,波司登 羽绒服,1299,1.0,1299.0,U0131,山西,已完成
DD202402793,2024/6/28,拼多多,P049,苏泊尔炒锅,159,4.0,636.0,U0020,青海,已完成
DD202401942,2024-05-10,微信小程序,P047,全棉时代 浴巾,79,0.0,,U0194,浙江,已完成
DD202401116,2024-02-18,京东,P006,Redmi K70,2499,3.0,7497.0,U0122,内蒙古,已完成
DD202401691,2024/9/16,天猫,P017,得力 文件夹,¥15.9,2.0,31.8,U0097,湖北,已完成
DD202402558,2024-11-08,京东,P031,波司登 羽绒服 ,"1,299",3.0,3897.0,U0030,福建,已完成
DD202400333,2024-07-04,京东,P047,全棉时代浴巾,¥79,4.0,316.0,U0098,上海,已发货
DD202400937,2024-07-04,抖音,P036,云南白药牙膏,¥39.9,4.0,159.6,U0168,内蒙古,已完成
DD202400827,2024-10-18,京东,P018,美的1.5匹空调,2799,1.0,2799.0,U0139,辽宁,已完成
DD202402549,2024-03-15,天猫,P030,南极人 棉袜5双装,29.9,5.0,149.5,U0155,广东,已发货
DD202400686,2024-08-21,拼多多,,雅诗兰黛 小棕瓶,¥950,2.0,1900.0,U0055,江苏,已发货
DD202401512,2024-06-04,天猫,P039,完美日记口红,89,3.0,267.0,U0043,宁夏,已发货
DD202402456,2024-09-08,京东,P022,苏泊尔电饭煲,299,2.0,598.0,U0027,重庆,已完成
DD202401664,2024-08-13,拼多多,P024,戴森 V12 吸尘器,3290,5.0,16450.0,U0149,湖北,已完成
DD202400767,2024-05-18,天猫,P026,小米电视 65寸,¥2999,4.0,11996.0,U0149,天津,已完成
DD202400274,2024-05-20,天猫,P034,雅诗兰黛小棕瓶,950,2.0,1900.0,U0182,山东,待发货
DD202402246,2024-11-06,抖音,P027,优衣库圆领T恤,79,2.0,158.0,U0059,辽宁,已完成
DD202401975,2024-03-31,京东,P021,米家扫地机器人,"1,599",-1.0,-1599.0,U0162,广西,已退款
DD202401728,2024-11-18,抖音,P024,戴森 v12 吸尘器,¥3290,1.0,3290.0,U0192,新疆,已完成
DD202402844,2024-07-28,微信小程序,P023,九阳破壁机,399,-1.0,-399.0,U0097,吉林,已退款
DD202401991,2024-05-18,抖音,P050,宜家 收纳箱,¥69,-2.0,-138.0,U0056,山西,已退款
DD202402066,2024-10-17,天猫,P023,九阳破壁机,399,5.0,1995.0,U0152,甘肃,已完成
DD202401296,2024-09-29,拼多多,P027,优衣库 圆领T恤,¥79,-1.0,-79.0,U0103,青海,已退款
DD202400550,2024-12-06,抖音,P036,云南白药 牙膏,39.9,3.0,119.69999999999999,U0133,甘肃,已完成
DD202402094,20240927,天猫,P044,良品铺子 零食大礼包,¥139,-3.0,-417.0,U0082,陕西,已退款
DD202400349,2024-04-16,抖音,P015,华为平板 MatePad 11,2199,3.0,6597.0,U0056,青海,已完成
DD202400746,2024-07-23,京东,P001,iPhone 15 128G,5999,2.0,11998.0,U0080,江西,已完成
DD202400267,2024-11-29,拼多多,P005,荣耀 Magic6,¥3999,3.0,11997.0,U0172,贵州,已取消
DD202400163,2024-12-05,抖音,P013,戴尔 U2723QE 显示器,3499,4.0,13996.0,U0150,内蒙古,已取消
DD202400654,20240814,拼多多,P041,蒙牛 纯牛奶24盒,69.9,0.0,,U0144,宁夏,已发货
DD202401712,2024-09-20,京东,P042,农夫山泉 矿泉水,36,5.0,180.0,U0167,内蒙古,已完成
DD202402759,2024-12-25,抖音,P047,全棉时代 浴巾,79,4.0,316.0,U0010,山东,已完成
DD202400963,2024-03-31,天猫,P030,南极人 棉袜5双装,¥29.9,2.0,59.8,U0117,辽宁,已取消
DD202400749,2024-09-21,拼多多,P020,格力 电风扇,199,4.0,796.0,U0017,黑龙江,已取消
DD202401053,2024-07-04,京东,P025,海尔冰箱501L,3999,3.0,11997.0,U0123,北京,已完成
DD202400309,2024-01-21,天猫,P048,公牛插线板,49.9,2.0,99.8,U0142,宁夏,已发货
DD202400931,2024/10/17,天猫,P033,兰蔻 小黑瓶精华,¥760,4.0,3040.0,U0016,广东,已完成
DD202401277,20241204,天猫,P028,李宁 跑步鞋,399,1.0,399.0,U0107,重庆,已完成
DD202402954,,拼多多,P048,公牛插线板,¥49.9,2.0,99.8,U0100,河北,已完成
DD202402432,,天猫,P011,罗技 MX Master 3S 鼠标,¥699,1.0,699.0,U0142,安徽,待发货
DD202401715,2024-06-25,天猫,P005,荣耀 magic6,"3,999",3.0,11997.0,,山西,已完成
DD202400532,2024-08-20,京东,P024,戴森 V12 吸尘器,3290,5.0,16450.0,U0121,黑龙江,已发货
DD202402959,2024-04-22,天猫,P042,农夫山泉 矿泉水,36,4.0,144.0,U0109,湖北,已发货
DD202402087,2024-08-12,京东,P032,太平鸟 牛仔裤,259,-3.0,-777.0,U0037,天津,已退款
DD202400121,2024-06-22,京东,P018,美的 1.5匹空调,2799,4.0,11196.0,U0148,云南,已完成
DD202402808,2024-09-28,天猫,P029,阿迪达斯运动外套,599,,,U0025,湖南,已完成
DD202401272,2024-07-08,天猫,,海尔 10kg 滚筒洗衣机,"1,899",4.0,7596.0,U0083,新疆,已完成
DD202402765,2024-05-18,拼多多,P039,完美日记 口红,89,,,U0169,江苏,已完成
DD202400828,2024-08-08,天猫,P008,索尼 WH-1000XM5 耳机,,1.0,,U0081,贵州,已发货
DD202402525,2024-02-09,抖音,P019,海尔 10kg 滚筒洗衣机,1899,-2.0,-3798.0,U0048,江苏,已退款
DD202401924,2024/4/28,天猫,P037,海飞丝洗发水,¥59.9,-1.0,-29.95,U0077,吉林,已退款
DD202401566,2024-11-04,京东,,完美日记 口红,¥89,3.0,267.0,U0125,重庆,已完成
DD202401398,2024-01-31,天猫,P013,戴尔 U2723QE 显示器,,1.0,,U0084,青海,已取消
DD202402263,2024-03-11,抖音,P030,南极人 棉袜5双装 ,¥29.9,1.0,29.9,U0161,贵州,待发货
DD202401742,,京东,P023,九阳破壁机,399,5.0,1995.0,,吉林,已完成
DD202401662,2024-08-26,京东,P039,完美日记 口红,¥89,,,U0200,新疆,已完成
DD202401514,2024-12-07,拼多多,P044,良品铺子 零食大礼包,139,2.0,278.0,U0082,安徽,已完成
DD202402596,2024-09-07,天猫,P041,蒙牛 纯牛奶24盒,69.9,4.0,279.6,U0002,河南,已完成
DD202401436,2024/6/5,天猫,P028,李宁跑步鞋,¥399,1.0,399.0,U0169,四川,待发货
DD202400800,2024-06-19,天猫,P024,戴森 v12 吸尘器,3290,3.0,9870.0,U0090,黑龙江,已完成
DD202400766,2024-12-05,京东,P036,云南白药 牙膏,¥39.9,2.0,79.8,U0108,辽宁,待发货
DD202402700,2024-11-12,天猫,P030,南极人 棉袜5双装,29.9,1.0,29.9,U0181,辽宁,已完成
DD202400645,2024-12-26,拼多多,P006,Redmi K70,2499,2.0,4998.0,U0118,吉林,已完成
DD202400964,2024-03-28,抖音,P020,格力电风扇,¥199,4.0,796.0,U0153,新疆,已取消
DD202402796,2024-08-15,天猫,P012,机械键盘 87键,199,3.0,597.0,U0113,山东,已完成
DD202401746,2024-10-25,天猫,P021,米家扫地机器人,"1,599",4.0,6396.0,U0192,江苏,已发货
DD202400352,2024-01-05,京东,P007,airpods pro 2,,2.0,,U0178,河南,已取消
DD202400438,2024-12-01,京东,P032,太平鸟 牛仔裤,259,1.0,259.0,U0159,四川,已完成
DD202402838,20240423,拼多多,,苏泊尔 炒锅,,4.0,,U0080,江苏,已完成
DD202401313,2024-05-29,拼多多,P004,小米1412+256G,4299,5.0,21495.0,U0156,山东,已完成
DD202401499,2024/12/11,京东,P025,海尔冰箱 501L,3999,-2.0,-7998.0,U0128,贵州,已退款
DD202402989,2024-09-30,抖音,P017,得力 文件夹,15.9,3.0,47.7,U0198,青海,已完成
DD202400895,2024-02-19,微信小程序,P016,得力 A4 打印纸,29.9,1.0,29.9,U0146,湖北,待发货
DD202401057,2024-12-07,天猫,P034,雅诗兰黛 小棕瓶,950,2.0,1900.0,U0055,黑龙江,已完成
DD202400889,2024/10/26,天猫,P044,良品铺子 零食大礼包,¥139,4.0,556.0,U0174,青海,已取消
DD202401527,2024/11/27,天猫,P006,Redmi K70,2499,3.0,7497.0,U0119,贵州,已发货
DD202401692,2024-04-18,天猫,P041,蒙牛 纯牛奶24盒 ,69.9,4.0,279.6,U0073,湖北,已完成
DD202400158,2024-02-27,抖音,P026,小米电视 65寸,2999,4.0,11996.0,U0044,广西,已完成
DD202402756,2024-01-11,京东,P021,米家扫地机器人,1599,3.0,4797.0,U0012,湖南,已完成
DD202401558,2024-05-10,天猫,P007,AirPods Pro 2,"1,899",2.0,3798.0,U0040,甘肃,已完成
DD202401974,2024/6/6,天猫,P016,得力 A4 打印纸,29.9,,,U0085,上海,已退款
DD202402982,2024-06-29,抖音,P008,索尼 WH-1000XM5 耳机,"2,399",2.0,4798.0,U0102,河北,已完成
DD202400831,2024-01-14,天猫,P047,全棉时代浴巾,¥79,5.0,395.0,U0059,湖北,已发货
DD202402154,2024-10-11,京东,P040,三只松鼠 坚果礼盒,99,4.0,396.0,U0071,安徽,已完成
DD202400873,2024-11-25,抖音,P019,海尔 10kg 滚筒洗衣机 ,1899,4.0,7596.0,U0022,黑龙江,已完成
DD202400904,2024-06-02,拼多多,P017,得力文件夹,15.9,5.0,79.5,U0001,四川,已发货
DD202401944,2024-12-27,天猫,P050,宜家 收纳箱 ,69,-1.0,-69.0,U0067,甘肃,已退款
DD202401258,20240705,京东,P050,宜家 收纳箱,69,4.0,276.0,U0086,内蒙古,已完成
DD202400602,2024-04-11,微信小程序,P049,苏泊尔 炒锅,159,1.0,159.0,U0039,广东,已完成
